id,handle,nexternal_id,internal_memo,author,price,related_ids
11142041162,bju-press-bible-truths-1-student-worktext-4th-ed,611,,,25.56,"11142041866,11142041674,11141946314"
11142041674,bju-press-bible-truths-1-test-answer-key-4th-ed,613,,,10.28,"11142041162,11142041866,11142029322"
11142041866,bju-press-bible-truths-1-tests-4th-ed,614,,,14.72,"11142041162,11142041354,11142041674"
11142045514,bju-press-bible-truths-5-living-in-gods-love-home-school-kit-3rd-ed,631,Old data from V-Cart System: Web Special $82 Clearance $82 Old Promo Pages: Notes from V-Cart system: ,,96.55,"11142045706,11142045898,11142046026"
11142045706,bju-press-bible-truths-5-living-in-gods-love-student-worktext-3rd-ed,633,Old data from V-Cart System: Web Special $16 Clearance $16 Old Promo Pages: Notes from V-Cart system: ,,26.56,"11142045514,11142046090,11142045898"
11142045898,bju-press-bible-truths-5-living-in-gods-love-teachers-edition-3rd-ed,634,Old data from V-Cart System: Web Special $43.5 Clearance $43.5 Old Promo Pages: Notes from V-Cart system: ,,63.06,"11142045706,11142046026,11142046090"
11142046026,bju-press-bible-truths-5-living-in-gods-love-tests-tests-only-3rd-ed,635,Old data from V-Cart System: Web Special $10.5 Clearance $10.5 Old Promo Pages: Notes from V-Cart system: ,,14.72,"11142045706,11142045898,11142046090"
11142046090,bju-press-bible-truths-5-living-in-gods-love-tests-answer-key-3rd-ed,636,Old data from V-Cart System: Web Special $6.5 Clearance $6.5 Old Promo Pages: Notes from V-Cart system: ,,10.28,"11142045706,11142045898,11142046026"
11142046154,bju-press-bible-truths-6-redemption-gods-grand-design-home-school-kit,637,Old data from V-Cart System: Web Special $82 Clearance $82 Old Promo Pages: Notes from V-Cart system: ,,96.55,"11142046346,11142046602,11142046474"
11142050378,bju-press-bible-truths-level-f-tests-3rd-edition,654,,,15.83,"11142050506,11141943882,11142470154"
11142050506,bju-press-bible-truths-level-f-tests-answer-key-3rd-edition,655,Old data from V-Cart System: Web Special $6.5 Clearance $6.5 Old Promo Pages: Notes from V-Cart system: ,,11.39,"11142050378,11141968458,11142133002"
11142046346,bju-press-bible-truths-6-student-worktext-3rd-ed,659,Old data from V-Cart System: Web Special $16 Clearance $16 Old Promo Pages: Notes from V-Cart system: ,,25.56,"11142046410,11142046154,11142046602"
11142046410,bju-press-bible-truths-6-teachers-edition-3rd-ed,660,Old data from V-Cart System: Web Special $43.5 Clearance $43.5 Old Promo Pages: Notes from V-Cart system: ,,63.06,"11142046346,11142046474,11142046154"
11142046474,bju-press-bible-truths-6-tests-3rd-ed,661,Old data from V-Cart System: Web Special $10.5 Clearance $10.5 Old Promo Pages: Notes from V-Cart system: ,,14.72,"11142046346,11142046154,11142046410"
11142046602,bju-press-bible-truths-6-tests-answer-key-3rd-ed,662,Old data from V-Cart System: Web Special $6.5 Clearance $6.5 Old Promo Pages: Notes from V-Cart system: ,,10.28,"11142046346,11142046154,11142046474"
11142052810,bju-press-british-literature-home-school-kit,670,Old data from V-Cart System: Web Special $96 Clearance $96 Old Promo Pages: Notes from V-Cart system: ,,133.6,"11142053002,11142053130,11142053450"
11142053002,bju-press-british-literature-student-text-2nd-ed,671,Old data from V-Cart System: Web Special $33.5 Clearance $33.5 Old Promo Pages: Notes from V-Cart system: ,,56.67,"11142052810,11142053258,11142053130"
11142053130,bju-press-british-literature-teachers-edition-2nd-ed,672,Old data from V-Cart System: Web Special $50.5 Clearance $50.5 Old Promo Pages: Notes from V-Cart system: ,,70,"11142053002,11142053450,11142053258"
11142053258,bju-press-british-literature-test-answer-keys-2nd-ed,673,Old data from V-Cart System: Web Special $6.5 Clearance $6.5 Old Promo Pages: Notes from V-Cart system: ,,11.39,"11142053002,11142053130,11142053450"
11142053450,bju-press-british-literature-tests-2nd-ed,674,Old data from V-Cart System: Web Special $10.5 Clearance $10.5 Old Promo Pages: Notes from V-Cart system: ,,15.83,"11142053002,11142052810,11142053258"
11142055242,bju-press-consumer-math-home-school-kit-2nd-edition,682,"“It's a math credit for high school, but doesn't count towards college applications, so for them, it's an elective.” Per Joanne       
<span style=""background-color: rgb(241, 240, 240);  font-size: 12pt;"">Course code number is 1205370.        
",,131.25,"11142055434,11142055626,11142055818"
11142055434,bju-press-consumer-math-student-text-2nd-edition,683,Old data from V-Cart System: Web Special $34.5 Clearance $34.5 Old Promo Pages: Notes from V-Cart system: ,,53.89,"11142055818,11142055690,11142055626"
11142055626,bju-press-consumer-math-teachers-edition-2nd-edition,684,Old data from V-Cart System: Web Special $50.5 Clearance $50.5 Old Promo Pages: Notes from V-Cart system: ,,73.33,"11142055434,11142055818,11142055690"
11142055690,bju-press-consumer-math-tests-answer-key-2nd-edition,685,Old data from V-Cart System: Web Special $6.5 Clearance $6.5 Old Promo Pages: Notes from V-Cart system: ,,11.39,"11142055434,11142055626,11142055818"
11142055818,bju-press-consumer-math-tests-2nd-edition,686,Old data from V-Cart System: Web Special $10.5 Clearance $10.5 Old Promo Pages: Notes from V-Cart system: ,,15.83,"11142055434,11142055626,11142055690"
11142063050,bju-press-english-2-tests-2ed,699,Old data from V-Cart System: Web Special $10.5 Clearance $10.5 Old Promo Pages: Notes from V-Cart system: ,,14.72,"11142062410,11142062602,11142062794"
11142062794,bju-press-english-2-test-answer-key-2ed,700,Old data from V-Cart System: Web Special $6.5 Clearance $6.5 Old Promo Pages: Notes from V-Cart system: ,,10.28,"11142062410,11142062602,11142063050"
11142063306,bju-press-english-3-kit-2nd-ed,701,Old data from V-Cart System: Web Special $76 Clearance $76 Old Promo Pages: Notes from V-Cart system: ,,100.8,"11142063498,11142063626,11142063882"
11142063818,bju-press-english-3-test-answer-key-2ed,702,Old data from V-Cart System: Web Special $6.5 Clearance $6.5 Old Promo Pages: Notes from V-Cart system: ,,10.28,"11142063498,11142063626,11142063882"
11142063882,bju-press-english-3-tests-2ed,703,Old data from V-Cart System: Web Special $10.5 Clearance $10.5 Old Promo Pages: Notes from V-Cart system: ,,14.72,"11142063498,11142063626,11142063818"
11142063498,bju-press-english-3-student-worktext-2ed,704,Old data from V-Cart System: Web Special $16.5 Clearance $16.5 Old Promo Pages: Notes from V-Cart system: ,,26.94,"11142063818,11142063626,11142063882"
11142063626,bju-press-english-3-teachers-edition-2ed,705,Old data from V-Cart System: Web Special $46.5 Clearance $46.5 Old Promo Pages: Notes from V-Cart system: ,,66.67,"11142063498,11142063882,11142063818"
11142066506,bju-press-english-5-test-answer-keys-2ed,706,Old data from V-Cart System: Web Special $6.5 Clearance $6.5 Old Promo Pages: Notes from V-Cart system: ,,10.28,"11142066314,11142065802,11142065290"
11142065674,bju-press-english-5-br-tests-2ed,707,Old data from V-Cart System: Web Special $10.5 Clearance $10.5 Old Promo Pages: Notes from V-Cart system: ,,14.72,"11142066314,11142065802,11142066506"
11142065290,bju-press-english-5-br-teachers-edition-toolkit-cd-2ed,708,Old data from V-Cart System: Web Special $46.5 Clearance $46.5 Old Promo Pages: Notes from V-Cart system: ,,66.67,"11142066314,11142065674,11142066506"
11142067658,bju-press-english-6-student-worktext-2ed,709,Old data from V-Cart System: Web Special $16.5 Clearance $16.5 Old Promo Pages: Notes from V-Cart system: ,,26.94,"11142067210,11142067466,11142067018"
11142064714,bju-press-english-4-student-worktext-2ed,710,Old data from V-Cart System: Web Special $16.5 Clearance $16.5 Old Promo Pages: Notes from V-Cart system: ,,26.94,"11142065162,11142064330,11142064778"
11142064778,bju-press-english-4-teachers-edition-2ed,711,Old data from V-Cart System: Web Special $46.5 Clearance $46.5 Old Promo Pages: Notes from V-Cart system: ,,66.67,"11142064714,11142065162,11142064970"
11142064970,bju-press-english-4-test-answer-keys-2ed,712,Old data from V-Cart System: Web Special $6.5 Clearance $6.5 Old Promo Pages: Notes from V-Cart system: ,,10.28,"11142064714,11142064778,11142065162"
11142062218,bju-press-english-2-home-school-kit-2nd-ed,713,Old data from V-Cart System: Web Special $76 Clearance $76 Old Promo Pages: Notes from V-Cart system: ,,100.8,"11142062410,11142062602,11142063050"
11142062602,bju-press-english-2-teachers-edition-2ed,714,Old data from V-Cart System: Web Special $46.5 Clearance $46.5 Old Promo Pages: Notes from V-Cart system: ,,66.67,"11142062410,11142063050,11142062794"
11142062410,bju-press-english-2-student-worktext-2ed,715,Old data from V-Cart System: Web Special $16.5 Clearance $16.5 Old Promo Pages: Notes from V-Cart system: ,,26.94,"11142062602,11142062218,11142062794"
11142065802,bju-press-english-5-home-school-kit-2nd-ed,716,Old data from V-Cart System: Web Special $76 Clearance $76 Old Promo Pages: Notes from V-Cart system: ,,100.8,"11142066314,11142065290,11142065674"
11142066314,bju-press-english-5-student-worktext-2ed,717,Old data from V-Cart System: Web Special $16.5 Clearance $16.5 Old Promo Pages: Notes from V-Cart system: ,,26.94,"11142065290,11142066506,11142065802"
11142067210,bju-press-english-6-br-teachers-edition-2nd-ed,718,Old data from V-Cart System: Web Special $46.5 Clearance $46.5 Old Promo Pages: Notes from V-Cart system: ,,66.67,"11142067658,11142066698,11142067018"
11142067018,bju-press-english-6-br-tests-answer-key-2ed,719,Old data from V-Cart System: Web Special $6.5 Clearance $6.5 Old Promo Pages: Notes from V-Cart system: ,,10.28,"11142067658,11142067210,11142066698"
11142066698,bju-press-english-6-br-tests-2ed,720,Old data from V-Cart System: Web Special $10.5 Clearance $10.5 Old Promo Pages: Notes from V-Cart system: ,,14.72,"11142067658,11142067210,11142067018"
11142067466,bju-press-english-6-kit-2nd-ed,721,Old data from V-Cart System: Web Special $76 Clearance $76 Old Promo Pages: Notes from V-Cart system: ,,100.8,"11142067658,11142067210,11142066698"
11142065162,bju-press-english-4-tests-2ed,722,Old data from V-Cart System: Web Special $10.5 Clearance $10.5 Old Promo Pages: Notes from V-Cart system: ,,14.72,"11142064714,11142064778,11142064970"
11142071818,bju-press-french-2-student-activities-manual,749,Old data from V-Cart System: Web Special $17 Clearance $17 Old Promo Pages: Notes from V-Cart system: ,,26.94,"11142072266,11142072458,11142072010"
11142072010,bju-press-french-2-student-activities-manual-teachers-edition,750,Old data from V-Cart System: Web Special $19.5 Clearance $19.5 Old Promo Pages: Notes from V-Cart system: ,,29.72,"11142072266,11142072458,11142071818"
11142072266,bju-press-french-2-student-text-1st-ed,751,Old data from V-Cart System: Web Special $37 Clearance $37 Old Promo Pages: Notes from V-Cart system: ,,56.67,"11142072906,11142072458,11142071818"
11142072458,bju-press-french-2-teachers-edition-1st-ed,752,Old data from V-Cart System: Web Special $43.5 Clearance $43.5 Old Promo Pages: Notes from V-Cart system: ,,63.06,"11142072266,11142072010,11142071818"
11142072906,bju-press-french-2-tests-1st-ed-tests-only,753,Old data from V-Cart System: Web Special $10.5 Clearance $10.5 Old Promo Pages: Notes from V-Cart system: ,,15.83,"11142072266,11142072458,11142072010"
11142072714,bju-press-french-2-tests-answer-key-1st-ed,754,Old data from V-Cart System: Web Special $6.5 Clearance $6.5 Old Promo Pages: Notes from V-Cart system: ,,11.39,"11142072266,11142072458,11142072010"
11142075274,bju-press-geometry-br-home-school-kit-3ed,774,Old data from V-Cart System: Web Special $135.5 Clearance $135.5 Old Promo Pages: Notes from V-Cart system: ,,165.75,"11141939786,11142470346,11142633354"
11142075338,bju-press-geometry-br-student-text-4ed,777,Old data from V-Cart System: Web Special $34.5 Clearance $34.5 Old Promo Pages: Notes from V-Cart system: ,,53.89,"11142075274,11142075530,11142075466"
11142075466,bju-press-geometry-br-teachers-edition-set-plus-cd-4ed,778,Old data from V-Cart System: Web Special $48.5 Clearance $48.5 Old Promo Pages: Notes from V-Cart system: ,,80,"11142075338,11142075530,11142075658"
11142075530,bju-press-geometry-br-tests-4ed,779,Old data from V-Cart System: Web Special $10.5 Clearance $10.5 Old Promo Pages: Notes from V-Cart system: ,,15.83,"11142075338,11142075466,11142075658"
11142075658,bju-press-geometry-br-tests-answer-key-4ed,780,Old data from V-Cart System: Web Special $6.5 Clearance $6.5 Old Promo Pages: Notes from V-Cart system: ,,11.39,"11142075338,11142075466,11142075530"
11142075914,bju-press-handwriting-1-student-worktext-3rd-ed,781,Old data from V-Cart System: Web Special $16.5 Clearance $16.5 Old Promo Pages: Notes from V-Cart system: ,,25.56,"11142075850,11141920010,11142265994"
11142076042,bju-press-handwriting-2-kit-2nd-ed,782,Old data from V-Cart System: Web Special $40 Clearance $40 Old Promo Pages: Notes from V-Cart system: ,,52.6,"11142076170,11141920010,11142265994"
11142076170,bju-press-handwriting-2-student-worktext-2nd-ed,783,Old data from V-Cart System: Web Special $13.5 Clearance $13.5 Old Promo Pages: Notes from V-Cart system: ,,20.83,"11142076042,11142266314,11141920138"
11142076234,bju-press-handwriting-3-home-school-kit,785,Old data from V-Cart System: Web Special $40 Clearance $40 Old Promo Pages: Notes from V-Cart system: ,,52.6,"11142076298,11142076490,11142138314"
11142076298,bju-press-handwriting-3-student-worktext-2nd-ed,786,Old data from V-Cart System: Web Special $13.5 Clearance $13.5 Old Promo Pages: Notes from V-Cart system: ,,20.83,"11142076490,11142076234,11141920330"
11142076490,bju-press-handwriting-3-teachers-edition-2nd-ed,787,Old data from V-Cart System: Web Special $28.5 Clearance $28.5 Old Promo Pages: Notes from V-Cart system: ,,41.11,"11142076298,11142076234,11141920330"
11142076682,bju-press-handwriting-4-home-school-kit-2nd-ed,788,Old data from V-Cart System: Web Special $40 Clearance $40 Old Promo Pages: Notes from V-Cart system: ,,52.6,"11142076746,11141920586,11142586058"
11142076746,bju-press-handwriting-4-student-worktext-2nd-ed,789,Old data from V-Cart System: Web Special $13.5 Clearance $13.5 Old Promo Pages: Notes from V-Cart system: ,,20.83,"11142076682,11141920586,11142550154"
11142076874,bju-press-handwriting-5-home-school-kit,791,Old data from V-Cart System: Web Special $40 Clearance $40 Old Promo Pages: Notes from V-Cart system: ,,52.6,"11142076938,11142693194,11141920714"
11142076938,bju-press-handwriting-5-student-worktext-2nd-ed,792,Old data from V-Cart System: Web Special $13.5 Clearance $13.5 Old Promo Pages: Notes from V-Cart system: ,,20.83,"11142076874,11142115850,11142313610"
11142077194,bju-press-handwriting-6-student-worktext-2nd-ed,794,Old data from V-Cart System: Web Special $13.5 Clearance $13.5 Old Promo Pages: Notes from V-Cart system: ,,20.83,"11142077066,11142550154,11142700810"
11142077066,bju-press-handwriting-6-home-school-kit,795,Old data from V-Cart System: Web Special $40 Clearance $40 Old Promo Pages: Notes from V-Cart system: ,,54.3,"11142077194,11142693194,11142703306"
11142075850,bju-press-handwriting-1-kit-3ed,797,Old data from V-Cart System: Web Special $43 Clearance $43 Old Promo Pages: Notes from V-Cart system: ,,56.65,"11142075914,11141920010,11142343242"
11142079562,bju-press-heritage-studies-3-tests-3rd-ed-tests-only,823,Old data from V-Cart System: Web Special $10.5 Clearance $10.5 Old Promo Pages: Notes from V-Cart system: ,,14.72,"11142079626,11141948426"
11142079626,bju-press-heritage-studies-3-tests-3rd-ed-answer-key,824,Old data from V-Cart System: Web Special $6.5 Clearance $6.5 Old Promo Pages: Notes from V-Cart system: ,,10.28,"11142079562,11142546954,11142616714"
11142079690,bju-press-heritage-studies-4-home-school-kit-3rd-ed,825,Old data from V-Cart System: Web Special $86 Clearance $86 Old Promo Pages: Notes from V-Cart system: ,,125.1,"11142080074,11142079818,11142080458"
11142080074,bju-press-heritage-studies-4-student-text-3rd-ed,827,Old data from V-Cart System: Web Special $21.5 Clearance $21.5 Old Promo Pages: Notes from V-Cart system: ,,38.89,"11142080522,11142080458,11142079818"
11142079818,bju-press-heritage-studies-4-student-activity-manual-3rd-ed,828,Old data from V-Cart System: Web Special $13 Clearance $13 Old Promo Pages: Notes from V-Cart system: ,,27.22,"11142080074,11142080266,11142347786"
11142080458,bju-press-heritage-studies-4-tests-tests-only-3rd-ed,829,Old data from V-Cart System: Web Special $10.5 Clearance $10.5 Old Promo Pages: Notes from V-Cart system: ,,14.72,"11142080074,11142079818,11142080522"
11142080522,bju-press-heritage-studies-4-tests-answer-key-3rd-ed,830,Old data from V-Cart System: Web Special $6.5 Clearance $6.5 Old Promo Pages: Notes from V-Cart system: ,,10.28,"11142080074,11142079818,11142080458"
11142131466,bob-jones-bible-truths-k4-student-packet-2nd-edition,845,Old data from V-Cart System: Web Special $16 Clearance $16 Old Promo Pages: Notes from V-Cart system: ,,34.72,"11142131914,11141949258,11142334986"
11142131914,bob-jones-bible-truths-k4-teachers-guide-and-cards-2nd-ed,846,,,140,"11142131466,11142319114,11141949258"
11142039498,bju-press-beginnings-k5-phonics-songs-cd,847,,,24.44,"11142040074,11142039626,11142040650"
11142083210,bju-press-life-science-home-school-kit-grade-7-4e,856,"Changed from the 3E kit to the 4E kit. 2/19/15
",,190.75,"11142083658,11142083722,11142083978"
11142084298,bju-press-math-1-kit-4th-edition,860,,,140,"11142084746,11142084682,11142085258"
11142088010,bju-press-math-5-home-school-kit-3rd-ed,888,Old data from V-Cart System: Web Special $85.5 Clearance $85.5 Old Promo Pages: Notes from V-Cart system: ,,120.4,"11141951178,11142528138,11142340298"
11142089354,bju-press-math-k5-kit-3rd-edition,902,Old data from V-Cart System: Web Special $72 Clearance $72 Old Promo Pages: Notes from V-Cart system: ,,105,"11142089610,11142038986,11142039946"
11142089418,bju-press-math-k5-student-manipulatives-packet-3rd-edition,903,Old data from V-Cart System: Web Special $11 Clearance $11 Old Promo Pages: Notes from V-Cart system: ,,16.94,"11142089610,11142090250,11142089354"
11142089610,bju-press-math-k5-student-workbook-3rd-edition,904,Old data from V-Cart System: Web Special $16.5 Clearance $16.5 Old Promo Pages: Notes from V-Cart system: ,,25.56,"11142090250,11142089418,11142089354"
11142090250,bju-press-math-k5-br-teachers-edition-and-cd-3th-edition,905,Old data from V-Cart System: Web Special $48.5 Clearance $48.5 Old Promo Pages: Notes from V-Cart system: ,,69.72,"11142089610,11142089418,11142089354"
11142090570,bju-press-performing-literature-oral-interpretation-and-drama-student-text,906,Old data from V-Cart System: Web Special $24.5 Clearance $24.5 Old Promo Pages: Notes from V-Cart system: ,,36.67,"11141921418,11142108938,11141928522"
11142090698,bju-press-phonics-1-visuals-packet-3rd-ed,908,Old data from V-Cart System: Web Special $19.5 Clearance $19.5 Old Promo Pages: Notes from V-Cart system: ,,30.75,"11142091658,11142091466,11142091338"
11142090826,bju-press-phonics-english-1-listening-cd-3rd-ed,909,Old data from V-Cart System: Web Special $16.5 Clearance $16.5 Old Promo Pages: Notes from V-Cart system: ,,24.44,"11142091658,11142091466,11142091210"
11142091210,bju-press-phonics-1-practice-3rd-ed,910,Old data from V-Cart System: Web Special $15 Clearance $15 Old Promo Pages: Notes from V-Cart system: ,,26.94,"11142091658,11142091466,11142090826"
11142091338,bju-press-phonics-and-english-1-kit-3rd-ed,911,Old data from V-Cart System: Web Special $140.5 Clearance $140.5 Old Promo Pages: Notes from V-Cart system: ,,192.25,"11142091658,11142091466,11142090826"
11142091466,bju-press-phonics-and-english-1-t-e-3rd-ed,912,Old data from V-Cart System: Web Special $55.5 Clearance $55.5 Old Promo Pages: Notes from V-Cart system: ,,81.11,"11142091658,11142090826,11142091210"
11142091658,bju-press-phonics-and-english-1-worktext-3rd-edition,913,Old data from V-Cart System: Web Special $20 Clearance $20 Old Promo Pages: Notes from V-Cart system: ,,32.22,"11142091338,11142091466,11142091210"
11142094090,bju-press-physics-student-text-3rd-edition,922,Updated to the 3rd edition - April 2011 ,,64.17,"11142650890,11142623690,11142401802"
11142094986,bju-press-precalculus-home-school-kit,929,Old data from V-Cart System: Web Special $108 Clearance $108 Old Promo Pages: Notes from V-Cart system: ,,143.3,"11142095114,11142095306,11142095434"
11142095114,bju-press-precalculus-student-text,930,Old data from V-Cart System: Web Special $34.5 Clearance $34.5 Old Promo Pages: Notes from V-Cart system: ,,53.89,"11142095562,11142095306,11142094986"
11142095306,bju-press-precalculus-teachers-edition,931,Old data from V-Cart System: Web Special $62 Clearance $62 Old Promo Pages: Notes from V-Cart system: ,,83.33,"11142095114,11142095434,11142095562"
11142095434,bju-press-precalculus-test,932,Old data from V-Cart System: Web Special $10.5 Clearance $10.5 Old Promo Pages: Notes from V-Cart system: ,,15.83,"11142095114,11142095306,11142095562"
11142095562,bju-press-precalculus-testpack-answer-key,933,Old data from V-Cart System: Web Special $6.5 Clearance $6.5 Old Promo Pages: Notes from V-Cart system: ,,11.39,"11142095114,11142095306,11142095434"
11142096394,bju-press-reading-2-home-school-kit,938,Old data from V-Cart System: Web Special $156.5 Clearance $156.5 Old Promo Pages: Notes from V-Cart system: ,,185.8,"11142096586,11142507530"
11142096586,bju-press-reading-2-student-worktext-2nd-ed,939,Old data from V-Cart System: Web Special $19.5 Clearance $19.5 Old Promo Pages: Notes from V-Cart system: ,,32.22,"11142096394,11142507594,11142206986"
11142097674,bju-press-reading-3-home-school-kit,945,Old data from V-Cart System: Web Special $156.5 Clearance $156.5 Old Promo Pages: Notes from V-Cart system: ,,201.7,"11142099146,11142098378,11142097930"
11142097930,bju-press-reading-3-worktext-3rd-ed,947,Old data from V-Cart System: Web Special $19.5 Clearance $19.5 Old Promo Pages: Notes from V-Cart system: ,,32.22,"11142099146,11142098378,11142098186"
11142098186,bju-press-reading-3-worktext-answer-key-3rd-ed,948,Old data from V-Cart System: Web Special $22 Clearance $22 Old Promo Pages: Notes from V-Cart system: ,,32.22,"11142099146,11142098378,11142097930"
11142098378,bju-press-reading-3a-and-3b-teachers-edition-set-3rd-ed,949,Old data from V-Cart System: Web Special $54.5 Clearance $54.5 Old Promo Pages: Notes from V-Cart system: ,,79.72,"11142099146,11142097930,11142098186"
11142099146,bju-press-reading-3b-student-text-3b-3rd-ed,951,Old data from V-Cart System: Web Special $24 Clearance $24 Old Promo Pages: Notes from V-Cart system: ,,37.22,"11142098186,11142098378,11142097930"
11142099338,bju-press-reading-4-home-school-kit-2nd-ed,952,Old data from V-Cart System: Web Special $146 Clearance $146 Old Promo Pages: Notes from V-Cart system: ,,196.8,"11142099466,11142099658,11142099850"
11142099466,bju-press-reading-4-student-text-i-met-you-in-a-story-2nd-ed,953,Old data from V-Cart System: Web Special $37 Clearance $37 Old Promo Pages: Notes from V-Cart system: ,,56.67,"11142100042,11142099338,11142099850"
11142099658,bju-press-reading-4-student-worktext-2nd-ed,954,Old data from V-Cart System: Web Special $19.5 Clearance $19.5 Old Promo Pages: Notes from V-Cart system: ,,32.22,"11142099466,11142099850,11142100042"
11142099850,bju-press-reading-4-teachers-edition-2nd-edition,955,Old data from V-Cart System: Web Special $54.5 Clearance $54.5 Old Promo Pages: Notes from V-Cart system: ,,79.72,"11142099466,11142099658,11142100042"
11142100042,bju-press-reading-4-teaching-visuals-flip-chart,956,Old data from V-Cart System: Web Special $20.5 Clearance $20.5 Old Promo Pages: Notes from V-Cart system: ,,30.75,"11142099466,11142099850,11142099658"
11142100298,bju-press-reading-4-worktext-teachers-edition-2nd-ed,957,Old data from V-Cart System: Web Special $22 Clearance $22 Old Promo Pages: Notes from V-Cart system: ,,32.22,"11142099466,11142099850,11142099658"
11142100618,bju-press-reading-5-home-school-kit,958,Old data from V-Cart System: Web Special $146 Clearance $146 Old Promo Pages: Notes from V-Cart system: ,,196.8,"11142100746,11142100874,11142101130"
11142101130,bju-press-reading-5-2nd-ed-student-worktext,959,Old data from V-Cart System: Web Special $19.5 Clearance $19.5 Old Promo Pages: Notes from V-Cart system: ,,32.22,"11142100746,11142100874,11142101002"
11142101002,bju-press-reading-5-2nd-ed-worktext-teachers-edition,961,Old data from V-Cart System: Web Special $22 Clearance $22 Old Promo Pages: Notes from V-Cart system: ,,32.22,"11142100746,11142100618,11142101130"
11142101258,bju-press-reading-6-2nd-ed-teachers-edition,962,Old data from V-Cart System: Web Special $54.5 Clearance $54.5 Old Promo Pages: Notes from V-Cart system: ,,79.72,"11142102026,11142101898,11142102218"
11142101514,bju-press-reading-6-home-school-kit,963,Old data from V-Cart System: Web Special $146 Clearance $146 Old Promo Pages: Notes from V-Cart system: ,,196.8,"11142102026,11142101258,11142101898"
11142101578,bju-press-reading-6-student-text-2nd-edition,964,Old data from V-Cart System: Web Special $37 Clearance $37 Old Promo Pages: Notes from V-Cart system: ,,56.67,"11142102026,11142101258,11142101898"
11142101898,bju-press-reading-6-teaching-visuals-flip-chart,965,Old data from V-Cart System: Web Special $20.5 Clearance $20.5 Old Promo Pages: Notes from V-Cart system: ,,30.75,"11142102026,11142101258,11142102218"
11142102026,bju-press-reading-6-worktext,966,Old data from V-Cart System: Web Special $19.5 Clearance $19.5 Old Promo Pages: Notes from V-Cart system: ,,32.22,"11142102218,11142101258,11142101898"
11142102218,bju-press-reading-6-worktext-teachers-edition,967,Old data from V-Cart System: Web Special $22 Clearance $22 Old Promo Pages: Notes from V-Cart system: ,,32.22,"11142102026,11142101258,11142101898"
11142104778,bju-press-science-2-tests-answer-key-3rd-ed,979,Old data from V-Cart System: Web Special $6.5 Clearance $6.5 Old Promo Pages: Notes from V-Cart system: ,,10.28,"11142104138,11142104266,11142104458"
11142106506,bju-press-science-5-br-home-school-kit-4th-edition,994,Old data from V-Cart System: Web Special $113 Clearance $113 Old Promo Pages: Notes from V-Cart system: ,,132.9,"11142106890,11142107594,11142107786"
11142106634,bju-press-science-5-br-student-activity-manual-4th-ed,996,Old data from V-Cart System: Web Special $18 Clearance $18 Old Promo Pages: Notes from V-Cart system: ,,28.61,"11142106890,11142106506,11142107594"
11142106890,bju-press-science-5-br-student-text-4th-edition,997,Old data from V-Cart System: Web Special $19.5 Clearance $19.5 Old Promo Pages: Notes from V-Cart system: ,,42.22,"11142107786,11142106506,11142106634"
11142107018,bju-press-science-5-br-teacher-edition-and-toolkit-cd-4th-edition,998,Old data from V-Cart System: Web Special $41.5 Clearance $41.5 Old Promo Pages: Notes from V-Cart system: ,,60.56,"11142106890,11142106634,11142107786"
11142107594,bju-press-science-5-br-tests-answer-key-4th-edition,999,Old data from V-Cart System: Web Special $6.5 Clearance $6.5 Old Promo Pages: Notes from V-Cart system: ,,10.28,"11142106890,11142106506,11142107786"
11142107786,bju-press-science-5-br-tests-4th-edition,1000,Old data from V-Cart System: Web Special $10.5 Clearance $10.5 Old Promo Pages: Notes from V-Cart system: ,,14.72,"11142106890,11142106506,11142107594"
11142108938,bju-press-sound-speech-student-text,1008,,,38.61,"11142109194,11142090570,11141961738"
11142109194,bju-press-sound-speech-teacher-s-edition,1009,Old data from V-Cart System: Web Special $33.5 Clearance $33.5 Old Promo Pages: Notes from V-Cart system: ,,46.39,"11142108938,11142090570,11141961738"
11142109322,bju-press-spanish-1-audio-cds,1015,Old data from V-Cart System: Web Special $110 Clearance $110 Old Promo Pages: Notes from V-Cart system: ,,159.44,"11142110346,11142110666,11142110090"
11142109578,bju-press-spanish-1-home-school-kit,1016,Old data from V-Cart System: Web Special $228.5 Clearance $228.5 Old Promo Pages: Notes from V-Cart system: ,,304.1,"11142110346,11142110666,11142110090"
11142109898,bju-press-spanish-1-student-activities-manual,1017,Old data from V-Cart System: Web Special $17 Clearance $17 Old Promo Pages: Notes from V-Cart system: ,,26.94,"11142110346,11142110666,11142110090"
11142110090,bju-press-spanish-1-student-activities-manual-teachers-edition,1018,Old data from V-Cart System: Web Special $19.5 Clearance $19.5 Old Promo Pages: Notes from V-Cart system: ,,29.72,"11142110346,11142110666,11142109898"
11142110346,bju-press-spanish-1-student-text,1019,Old data from V-Cart System: Web Special $33.5 Clearance $33.5 Old Promo Pages: Notes from V-Cart system: ,,51.39,"11142109578,11142110666,11142111050"
11142110666,bju-press-spanish-1-teachers-edition,1020,Old data from V-Cart System: Web Special $43.5 Clearance $43.5 Old Promo Pages: Notes from V-Cart system: ,,63.06,"11142110346,11142110090,11142109898"
11142111050,bju-press-spanish-1-tests-2nd-ed,1021,Old data from V-Cart System: Web Special $10.5 Clearance $10.5 Old Promo Pages: Notes from V-Cart system: ,,15.83,"11142110346,11142110666,11142110090"
